EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-05-27, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-05-20 09:01:47, purchase_requisition={}, production_order={990001}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_1390, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 11:03:40, purchase_requisition={300102}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_6342, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70038}, amount_material=0, time=2019-05-30 11:08:46, purchase_requisition={}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_5240, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70052}, amount_material=0, time=2019-05-30 11:17:47, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_4752, ENTRY_QNT=0, PSTNG_DATE=2019-05-30, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-05-30}	 | 	(LOG: {required_material={DPC1018}, activity=goods receipt for purchase order, material={}, purchase_order={70007}, amount_material=0, time=2019-05-30 11:19:32, purchase_requisition={}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_1390, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1018}, activity=convert to purchase order, material={}, purchase_order={70066}, amount_material=0, time=2019-05-30 11:19:58, purchase_requisition={300102}, production_order={}})
EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-06-06, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-05-30 11:28:25, purchase_requisition={}, production_order={990066}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1015}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-05-30 11:28:25, purchase_requisition={300130}, production_order={}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1018}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-05-30 11:28:25, purchase_requisition={300131}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_1255, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70067}, amount_material=0, time=2019-05-30 11:29:45, purchase_requisition={300112}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_6488, ENTRY_QNT=0, PSTNG_DATE=2019-05-30, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-05-30}	 | 	(LOG: {required_material={req1}, activity=goods receipt for purchase order, material={}, purchase_order={70045}, amount_material=0, time=2019-05-30 11:33:43, purchase_requisition={}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_9558, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 11:39:19, purchase_requisition={300082}, production_order={}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_347, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-05-30 11:51:12, purchase_requisition={300107}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_8565, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70065}, amount_material=0, time=2019-05-30 12:03:21, purchase_requisition={}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_8386, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 12:04:11, purchase_requisition={300111}, production_order={}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_2169, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-05-30 12:13:11, purchase_requisition={300101}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_7645, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1015, RESERV_NO=SAMPLE_RES_257, PSTNG_DATE=2019-05-30, STGE_LOC=0001, DOC_DATE=2019-05-30}	 | 	(LOG: {required_material={DPC1015}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-05-30 12:33:33, purchase_requisition={}, production_order={990052}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_7538, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-05-30 12:43:54, purchase_requisition={300086}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_4476, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1018}, activity=convert to purchase order, material={}, purchase_order={70068}, amount_material=0, time=2019-05-30 12:50:20, purchase_requisition={300119}, production_order={}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_3119, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-05-30 13:12:45, purchase_requisition={300117}, production_order={}})
EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-06-06, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-05-30 13:16:37, purchase_requisition={}, production_order={990067}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1018}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-05-30 13:16:37, purchase_requisition={300132}, production_order={}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1015}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-05-30 13:16:37, purchase_requisition={300133}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_8349, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 13:17:51, purchase_requisition={300076}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_5789, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70069}, amount_material=0, time=2019-05-30 13:22:17, purchase_requisition={300077}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_2861, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={req2}, activity=convert to purchase order, material={}, purchase_order={70070}, amount_material=0, time=2019-05-30 13:45:47, purchase_requisition={300106}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_5768, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70068}, amount_material=0, time=2019-05-30 13:53:06, purchase_requisition={}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_1230, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 14:02:00, purchase_requisition={300033}, production_order={}})
EXECUTING release purchase requisition (1) with SAP params: {NUMBER=SAMPLE_RURREQ_925, REL_CODE=04}	 | 	(LOG: {required_material={}, activity=release purchase requisition (1), material={}, purchase_order={}, amount_material=0, time=2019-05-30 14:14:17, purchase_requisition={300122}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_9258, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70071}, amount_material=0, time=2019-05-30 14:29:59, purchase_requisition={300000}, production_order={}})
EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-06-06, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-05-30 14:53:01, purchase_requisition={}, production_order={990068}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1015}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-05-30 14:53:01, purchase_requisition={300134}, production_order={}})
EXECUTING create purchase requisition with SAP params: {QUANTITY=0, MATERIAL=DPC1015}	 | 	(LOG: {required_material={DPC1018}, activity=create purchase requisition, material={}, purchase_order={}, amount_material=0, time=2019-05-30 14:53:01, purchase_requisition={300135}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_8565, ENTRY_QNT=0, PSTNG_DATE=2019-05-30, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-05-30}	 | 	(LOG: {required_material={req1}, activity=goods receipt for purchase order, material={}, purchase_order={70065}, amount_material=0, time=2019-05-30 14:59:27, purchase_requisition={}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_3405, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 15:02:44, purchase_requisition={300073}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_1834, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 15:10:26, purchase_requisition={300115}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_932, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 15:15:48, purchase_requisition={300109}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_5481, ENTRY_QNT=0, PSTNG_DATE=2019-05-30, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-05-30}	 | 	(LOG: {required_material={DPC1018}, activity=goods receipt for purchase order, material={}, purchase_order={70032}, amount_material=0, time=2019-05-30 15:17:22, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_6347, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=req1, RESERV_NO=SAMPLE_RES_2876, PSTNG_DATE=2019-05-30, STGE_LOC=0001, DOC_DATE=2019-05-30}	 | 	(LOG: {required_material={req1}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-05-30 15:26:41, purchase_requisition={}, production_order={990008}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_2926, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=req2, RESERV_NO=SAMPLE_RES_2588, PSTNG_DATE=2019-05-30, STGE_LOC=0001, DOC_DATE=2019-05-30}	 | 	(LOG: {required_material={req2}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-05-30 15:35:14, purchase_requisition={}, production_order={990047}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_9558, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70072}, amount_material=0, time=2019-05-30 15:50:11, purchase_requisition={300082}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_8386, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70073}, amount_material=0, time=2019-05-30 15:51:15, purchase_requisition={300111}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_3119, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 15:55:49, purchase_requisition={300117}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_7374, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1018}, activity=convert to purchase order, material={}, purchase_order={70074}, amount_material=0, time=2019-05-30 16:11:09, purchase_requisition={300104}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_5397, ENTRY_QNT=0, PSTNG_DATE=2019-05-30, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-05-30}	 | 	(LOG: {required_material={DPC1015}, activity=goods receipt for purchase order, material={}, purchase_order={70030}, amount_material=0, time=2019-05-30 16:18:13, purchase_requisition={}, production_order={}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_4899, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-05-30 16:30:46, purchase_requisition={300099}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_5999, CREAT_DATE=2019-05-30, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={req2}, activity=convert to purchase order, material={}, purchase_order={70075}, amount_material=0, time=2019-05-30 16:44:06, purchase_requisition={300044}, production_order={}})
